canonical_smiles	compound_chembl_id	standard_relation	standard_value	publication_year	document_chembl_id
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cn(-c2cccc(OC(F)(F)F)c2)nn1	CHEMBL4113609	=	15.4	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2cccc(OC(F)(F)F)c2)n1	CHEMBL4106987	=	15.6	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cn(-c2cccc(OC(F)F)c2)nn1	CHEMBL4111266	=	0.6	2016	CHEMBL3886861
COc1cccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)c1	CHEMBL4112742	=	8.2	2016	CHEMBL3886861
CCOc1cccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)c1	CHEMBL4113799	=	106.6	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ncn(-c2ccc(OC(F)F)cc2)n1	CHEMBL4106968	=	45.0	2016	CHEMBL3886861
O=C(Nc1ccc(C2CCNC2)cc1)c1cn(-c2ccc(OC(F)F)cc2)nn1	CHEMBL3929285	=	18.9	2016	CHEMBL3886861
O=C(Nc1ccc(C2CCNC2)cc1)c1cnn(-c2ccccc2)n1	CHEMBL3960309	=	1.0	2016	CHEMBL3886861
O=C(Nc1ccc(C2CCCNC2)cc1)c1cnn(-c2ccccc2)n1	CHEMBL3936416	=	1.7	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cn(-c2ccc(Br)cn2)nn1	CHEMBL4113409	=	30.0	2016	CHEMBL3886861
CCCCc1ccc(NC(=O)Nc2ccc(C3CCNC3)cc2)c(C)c1	CHEMBL3895949	=	7.2	2016	CHEMBL3886960
CN1CCN(c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)CC1	CHEMBL3918526	=	1.0	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(Cl)c(Cl)c1	CHEMBL3890475	=	1.6	2016	CHEMBL3886960
CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4cnco4)cc3)cc2)CC1	CHEMBL3971608	=	83.7	2016	CHEMBL3886960
O=C(Nc1ccc(Cl)cc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3945460	=	2.7	2016	CHEMBL3886960
O=C(Nc1ccccc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3932905	=	29.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(Cl)cc1Cl	CHEMBL3904911	=	3.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1cccc(Cl)c1	CHEMBL3893973	=	4.4	2016	CHEMBL3886960
O=C(NCc1ccccc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3959457	=	1112.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)NC1CCCCC1	CHEMBL3955268	=	309.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Oc1ccccc1	CHEMBL3927652	=	31.5	2016	CHEMBL3886960
O=C(Cc1ccccc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3949998	=	289.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3900886	=	99.5	2016	CHEMBL3886960
CN(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3907384	=	644.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Oc1ccc(F)cc1	CHEMBL3913229	=	8.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3949981	=	4.3	2016	CHEMBL3886960
O=C(Cc1ccc(Cl)cc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3918725	=	36.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(C(F)(F)F)cc1	CHEMBL3947724	=	3.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1Cl	CHEMBL3919936	=	18.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1cccc(Cl)c1	CHEMBL3908541	=	7.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)N1CCOCC1	CHEMBL3932953	=	359.1	2016	CHEMBL3886960
CN(C(=O)Oc1ccccc1)c1ccc(C2CCNC2)cc1	CHEMBL3945588	=	2369.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Oc1ccc(Cl)cc1	CHEMBL3923677	=	2.5	2016	CHEMBL3886960
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc(C2CCNC2)cc1	CHEMBL3984807	=	49.7	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3918569	=	75.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(Cl)nc1	CHEMBL3939738	=	27.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(C(F)(F)F)cc1	CHEMBL3909652	=	1.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)N1CCCCC1	CHEMBL3971752	=	473.3	2016	CHEMBL3886960
C[C@@H](C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL4114941	=	50.1	2016	CHEMBL3886960
C[C@H](C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3935141	=	72.2	2016	CHEMBL3886960
O=C(CCc1ccccc1Cl)Nc1ccc(C2CCNC2)cc1	CHEMBL3912277	=	61.3	2016	CHEMBL3886960
CN1CCC(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)C1	CHEMBL3927727	=	85.8	2016	CHEMBL3886960
CCN1CCC(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)C1	CHEMBL3899715	=	54.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCN(Cc3ccccc3)C2)cc1)c1ccc(Cl)cc1	CHEMBL3899407	=	213.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCN(CCc3ccccc3)C2)cc1)c1ccc(Cl)cc1	CHEMBL3890735	=	78.0	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCN(c3ccccc3)C2)cc1)c1ccc(Cl)cc1	CHEMBL3913317	=	323.9	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3983166	=	11.4	2016	CHEMBL3886960
CCC(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3926846	=	60.6	2016	CHEMBL3886960
O=C(Nc1ccc(OC2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3920026	=	13.9	2016	CHEMBL3886960
CC1(c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)CCN(Cc2ccccc2)C1	CHEMBL3974740	=	521.8	2016	CHEMBL3886960
CC1(c2ccc(NC(=O)c3ccccc3)cc2)CCNC1	CHEMBL3903844	=	2980.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cn1	CHEMBL3979600	=	35.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)nc1	CHEMBL3914222	=	24.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(Cl)cn1	CHEMBL3890259	=	2.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OC1CCC(F)(F)CC1	CHEMBL3918292	=	7.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1ccc(F)cc1	CHEMBL3902799	=	1.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCc1ccc(F)cc1	CHEMBL3927237	=	4.8	2016	CHEMBL3886960
CO[C@H](C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL3911817	=	613.2	2016	CHEMBL3886960
CO[C@@H](C(=O)Nc1ccc(C2CCNC2)cc1)c1ccccc1	CHEMBL4109351	=	1684.8	2016	CHEMBL3886960
COC(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccc(Br)cc1	CHEMBL3901175	=	121.7	2016	CHEMBL3886960
COCc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3972313	=	98.5	2016	CHEMBL3886960
CCOc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3910248	=	10.9	2016	CHEMBL3886960
CCCc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3977269	=	5.3	2016	CHEMBL3886960
C#Cc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3915604	=	15.2	2016	CHEMBL3886960
N#Cc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3985354	=	74.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL3896435	=	1.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNCC2)cc1)c1ccc(Cl)cc1	CHEMBL3971113	=	0.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3908995	=	2.2	2016	CHEMBL3886960
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(Cl)cc1	CHEMBL3979296	=	1.4	2016	CHEMBL3886960
COC(C(=O)Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3909545	=	45.7	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1cccc(C(F)(F)F)c1	CHEMBL3941012	=	3.3	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1cccc(OC(F)(F)F)c1	CHEMBL3904003	=	4.6	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CNC[C@H]2O)cc1)c1ccc(Cl)cc1	CHEMBL3932004	=	174.3	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1cccc(C(=O)c2ccccc2)c1	CHEMBL3902832	=	21.5	2016	CHEMBL3886960
COc1cccc(CC(=O)Nc2ccc(C3CCNC3)cc2)c1	CHEMBL3927271	=	352.3	2016	CHEMBL3886960
N#Cc1cccc(CC(=O)Nc2ccc(C3CCNC3)cc2)c1	CHEMBL3918479	=	644.7	2016	CHEMBL3886960
COc1cccc(C(C)C(=O)Nc2ccc(C3CCNC3)cc2)c1	CHEMBL3946346	=	55.5	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCNC2)cc1)c1cccc(C#N)c1	CHEMBL3917247	=	102.0	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CNC[C@@H]2F)cc1)c1ccc(Cl)cc1	CHEMBL3948576	=	23.0	2016	CHEMBL3886960
O=C(Nc1ccc(OC2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3920026	=	93.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccc(Cl)cc1	CHEMBL3903106	=	12.1	2016	CHEMBL3886960
O=C(Nc1cccc(C2CNCCO2)c1)c1ccc(Cl)cc1	CHEMBL3975656	=	107.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(-n2cccn2)nc1	CHEMBL3900637	=	25.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)nc1	CHEMBL3948891	=	67.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ncc(F)cc1F	CHEMBL3924590	=	1476.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1nc2ccccc2[nH]1	CHEMBL3940117	=	295.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1F	CHEMBL3912121	=	23.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)cn1	CHEMBL3926868	=	46.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)Nc1ccc(Cl)nc1	CHEMBL3895372	=	92.4	2016	CHEMBL3886960
CN1CCOC(c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)C1	CHEMBL3971817	=	741.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)Nc1cccc2cccnc12	CHEMBL3956210	=	12.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ncccc1F	CHEMBL3889958	=	1768.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)Nc1ccc(Cl)cn1	CHEMBL3979780	=	12.0	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc2ccccc2n1	CHEMBL3955400	=	38.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1nccc2ccccc12	CHEMBL3984037	=	20.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1cc(Cl)ccn1	CHEMBL3960690	=	115.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(Br)cn1	CHEMBL3895239	=	17.0	2016	CHEMBL3886960
COc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)c(F)c1	CHEMBL3932801	=	101.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(OCC(F)(F)F)nc1	CHEMBL3905624	=	6.0	2016	CHEMBL3886960
COc1cc(C(=O)Nc2ccc(C3CCNC3)cc2)nc2ccccc12	CHEMBL3915210	=	10.1	2016	CHEMBL3886960
COc1ccc2nc(C(=O)Nc3ccc(C4CCNC4)cc3)ccc2c1	CHEMBL3974948	=	22.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1cccc(Cl)c1	CHEMBL3964317	=	23.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1nccc2ccsc12	CHEMBL3924695	=	172.9	2016	CHEMBL3886960
COc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)nc1	CHEMBL3900792	=	378.7	2016	CHEMBL3886960
COc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)c(OC)n1	CHEMBL3984826	=	321.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL3909852	=	6.7	2016	CHEMBL3886960
CCOc1ccc(C(=O)Nc2ccc(C3CCCNC3)cc2)cc1	CHEMBL3976930	=	19.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(C(F)(F)F)cc1	CHEMBL3979942	=	11.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)cc1Cl	CHEMBL3950991	=	50.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)cc1F	CHEMBL3918412	=	30.8	2016	CHEMBL3886960
O=C(CCc1ccc(Cl)cc1)Nc1ccc(C2CCCNC2)cc1	CHEMBL3963353	=	26.3	2016	CHEMBL3886960
O=C(Cc1ccc(Cl)cc1)Nc1ccc(C2CCCNC2)cc1	CHEMBL3976460	=	89.4	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3905721	=	64.6	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCCNC2)cc1)c1cccc(C(F)(F)F)c1	CHEMBL3967938	=	27.6	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCCNC2)cc1)c1cccc(OC(F)(F)F)c1	CHEMBL3900340	=	13.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ncc(F)cc1F	CHEMBL3960362	=	1427.3	2016	CHEMBL3886960
O=C(Nc1ccc(CC2CCCN2)cc1)c1ccc(Cl)cc1	CHEMBL3891310	=	44.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1cc2ccccc2c(Cl)n1	CHEMBL3953959	=	8.1	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3979497	=	17.6	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3941142	=	37.5	2016	CHEMBL3886960
CC(C(=O)Nc1ccc(C2CCCNC2)cc1)c1cccc(Cl)c1	CHEMBL3926095	=	38.2	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CCCNC2)cc1)c1ccc(Cl)cc1	CHEMBL4113290	=	1.8	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CCCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3928610	=	4.0	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCNC2)cc1)Nc1ccc(Cl)cn1	CHEMBL3919696	=	7.4	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)Nc1ccc(Cl)cn1	CHEMBL3950913	=	11.8	2016	CHEMBL3886960
O=C(Nc1ccc(Cl)cc1)Nc1ccc(CCC2CCNC2)cc1	CHEMBL3914186	=	1.4	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCNC2)cc1)c1ccc(Cl)cn1	CHEMBL3942181	=	2.9	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)c1ccc(Cl)cn1	CHEMBL3948722	=	8.1	2016	CHEMBL3886960
O=C(Nc1ccc(Cl)cc1)Nc1ccc(CCC2CCCNC2)cc1	CHEMBL3974698	=	1.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1ccc(Cl)cc1	CHEMBL3941684	=	1.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1cccc(Cl)c1	CHEMBL3913699	=	0.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1ccc(C(F)(F)F)cc1	CHEMBL3950408	=	1.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1cccc(C(F)(F)F)c1	CHEMBL3926222	=	2.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1cc(F)ccc1F	CHEMBL3927247	=	3.6	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1ccc(OC(F)(F)F)cc1	CHEMBL3899215	=	0.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCc1ccc(Cl)c(Cl)c1	CHEMBL3936207	=	2.2	2016	CHEMBL3886960
CC(OC(=O)Nc1ccc(C2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3904711	=	2.0	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OCCCc1ccc(Cl)cc1	CHEMBL3949293	=	0.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OC1Cc2ccccc2C1	CHEMBL3921496	=	6.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)OC(c1ccc(Cl)cc1)C(F)(F)F	CHEMBL3968369	=	16.9	2016	CHEMBL3886960
CC(CC(F)(F)F)OC(=O)Nc1ccc(C2CCNC2)cc1	CHEMBL3897246	=	21.9	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCNC2)cc1)c1ncccc1F	CHEMBL3973702	=	140.6	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCNC2)cc1)c1ncc(F)cc1F	CHEMBL3907834	=	17.4	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)c1ncccc1F	CHEMBL3952856	=	105.7	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)c1ncccc1F	CHEMBL3952856	=	105.7	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCNC2)cc1)c1ncc(F)cc1F	CHEMBL3981605	=	13.4	2016	CHEMBL3886960
O=C(Nc1ccc(C(=O)C2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3967293	=	0.8	2016	CHEMBL3886960
CCCc1ccc(C(=O)Nc2ccc(C3CCCNC3)cc2)cc1	CHEMBL3926524	=	1.5	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(C(F)(F)F)cn1	CHEMBL3918143	=	5.9	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1ccc(C(F)(F)F)cn1	CHEMBL3958431	=	5.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)nc1)c1ccc(Cl)cc1	CHEMBL3912684	=	35.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccc(C(F)(F)F)cn1	CHEMBL3971133	=	2.4	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1ccc(Cl)cc1	CHEMBL3903667	=	0.4	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1ccc(Cl)cc1	CHEMBL3898173	=	0.6	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccc(Cl)cc1	CHEMBL4106449	=	1.1	2016	CHEMBL3886960
O=C(Nc1ccc(COC2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3894865	=	1.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccc(Cl)cc1F	CHEMBL3934374	=	1.0	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccc(Cl)cn1	CHEMBL3904872	=	4.9	2016	CHEMBL3886960
O=C(Nc1ccc(CC2CCNC2)cc1)c1ccc(Cl)cc1	CHEMBL3978844	=	1.0	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CCCNC2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL3946885	=	0.4	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CCCNC2)cc1)c1cccc(Cl)c1	CHEMBL3976172	=	0.8	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CCCNC2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL4110000	=	0.3	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CCCNC2)cc1)c1cccc(Cl)c1	CHEMBL4107058	=	0.5	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL3975226	=	0.2	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1ccc(C(F)(F)F)cc1	CHEMBL3900861	=	0.9	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1ccc(F)cc1	CHEMBL3960884	=	2.0	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1cccc(Cl)c1	CHEMBL3891881	=	0.7	2016	CHEMBL3886960
CCOc1ccc(C(=O)Nc2ccc(CCC3CCCN3)cc2)cc1	CHEMBL3936150	=	1.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCCN2)cc1)c1ccc(Cl)cc1	CHEMBL3977321	=	629.8	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1cnc(Cl)cn1	CHEMBL3982641	=	4.6	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CCCNC2)cc1)c1ccc(Cl)nc1	CHEMBL3893736	=	10.1	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CCCNC2)cc1)c1ccc(Cl)nc1	CHEMBL4114605	=	9.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCNC2)cc1)c1cnc(Cl)cn1	CHEMBL3959211	=	12.1	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1cnc(Cl)cn1	CHEMBL3947477	=	12.1	2016	CHEMBL3886960
N#Cc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)nc1	CHEMBL3946449	=	41.1	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCN2)cc1)c1ccc(F)cn1	CHEMBL3908144	=	21.2	2016	CHEMBL3886960
O=C(Nc1ccc([C@H]2CCCNC2)cc1)c1ccc(Cl)cn1	CHEMBL3975733	=	4.8	2016	CHEMBL3886960
O=C(Nc1ccc([C@@H]2CCCNC2)cc1)c1ccc(Cl)cn1	CHEMBL4111941	=	2.6	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(Cl)cc1	CHEMBL3939209	=	2.7	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(F)cc1	CHEMBL3979014	=	15.8	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(Cl)cn1	CHEMBL3908667	=	10.1	2016	CHEMBL3886960
CCOc1ccc(C(=O)Nc2ccc(CCC3CCCN3)cc2)nc1	CHEMBL3893119	=	7.7	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(Cl)nc1	CHEMBL3960135	=	21.8	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1cnc(Cl)cn1	CHEMBL3965641	=	15.9	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(C(F)(F)F)cc1	CHEMBL3917814	=	2.7	2016	CHEMBL3886960
O=C(Nc1ccc(CCC2CCCCN2)cc1)c1ccc(Cl)c(Cl)c1	CHEMBL3970767	=	1.0	2016	CHEMBL3886960
C#Cc1ccc(C(=O)Nc2ccc(CCC3CCCCN3)cc2)cc1	CHEMBL3903151	=	6.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(OCC(F)(F)F)nc1	CHEMBL3971995	=	2.0	2016	CHEMBL3886960
CCOc1ccc(C(=O)Nc2ccc(C3CCCNC3)cc2)nc1	CHEMBL3900847	=	2.2	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(F)cn1	CHEMBL3919554	=	13.1	2016	CHEMBL3886960
Cc1ccc(C(=O)Nc2ccc(C3CCNC3)cc2)cc1	CHEMBL3910611	=	2.5	2016	CHEMBL3886960
Cc1ccc(C(=O)Nc2ccc(C3CCCNC3)cc2)cc1	CHEMBL3909541	=	2.6	2016	CHEMBL3886960
COc1ccc(C(=O)Nc2ccc(C3CCCNC3)cc2)cc1	CHEMBL3925002	=	2.7	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cn1)c1ccc(Cl)cc1	CHEMBL3896949	=	12.3	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccccc1	CHEMBL3927266	=	5.5	2016	CHEMBL3886960
Cc1ccc(C(=O)Nc2ccc(C3CNCCO3)cc2)cc1	CHEMBL3923910	=	1.6	2016	CHEMBL3886960
COc1ccc(C(=O)Nc2ccc(C3CNCCO3)cc2)cc1	CHEMBL3958841	=	2.1	2016	CHEMBL3886960
O=C(Nc1ccc(C2CCCNC2)cc1)c1ccc(OCC(F)(F)F)cn1	CHEMBL3984063	=	7.4	2016	CHEMBL3886960
O=C(Nc1ccc(C2CNCCO2)cc1)c1ccc(OCc2ccccc2)cc1	CHEMBL3946727	=	11.3	2016	CHEMBL3886960
